,DL_2011,DL_2020,EXTPASSPORTBIO_2007,EXTPASSPORT_2003,INTPASSPORT_1997,INTPASSPORT_2011,SNILS_1996
AMD Ryzen 7 5800H with Radeon Graphics,0.5661,0.2985,0.25075000000000003,0.24355000000000002,0.28350000000000003,0.32655,0.30315000000000003
