,DL_2011,DL_2020,EXTPASSPORTBIO_2007,EXTPASSPORT_2003,INTPASSPORT_1997,INTPASSPORT_2011,SNILS_1996
AMD Ryzen 7 5800H with Radeon Graphics,0.9737500000000001,0.6127,0.46475,0.48449999999999993,0.5825,0.6595,0.6675
